Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,__START_AT,__END_AT
001fj00001Zjmx5AAB,false,null,Urban Wholesale Pvt Ltd 25,Customer - Channel,null,null,Hyderabad,Telangana,null,India,TG,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://urbanwholesale25.com,/services/images/photo/001fj00001Zjmx5AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx6AAB,false,null,Fresh Supermarket Pvt Ltd 26,Customer - Channel,null,null,Chennai,Tamil Nadu,null,India,TN,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://freshsupermarket26.com,/services/images/photo/001fj00001Zjmx6AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx7AAB,false,null,Smart Retail Pvt Ltd 27,Customer - Channel,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://smartretail27.com,/services/images/photo/001fj00001Zjmx7AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx8AAB,false,null,Prime Enterprises Pvt Ltd 28,Customer - Direct,null,null,Delhi,Delhi,null,India,DL,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://primeenterprises28.com,/services/images/photo/001fj00001Zjmx8AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001Zjmx9AAB,false,null,Value Wholesale Pvt Ltd 29,Customer - Direct,null,null,Chennai,Tamil Nadu,null,India,TN,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://valuewholesale29.com,/services/images/photo/001fj00001Zjmx9AAB,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxAAAR,false,null,Smart Traders Pvt Ltd 30,Customer - Channel,null,null,Delhi,Delhi,null,India,DL,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://smarttraders30.com,/services/images/photo/001fj00001ZjmxAAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxBAAR,false,null,Metro Shop Pvt Ltd 31,Customer - Direct,null,null,Ahmedabad,Gujarat,null,India,GJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://metroshop31.com,/services/images/photo/001fj00001ZjmxBAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxCAAR,false,null,Modern Supermarket Pvt Ltd 32,Customer - Direct,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://modernsupermarket32.com,/services/images/photo/001fj00001ZjmxCAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxDAAR,false,null,Value Mart Pvt Ltd 33,Customer - Channel,null,null,Chennai,Tamil Nadu,null,India,TN,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://valuemart33.com,/services/images/photo/001fj00001ZjmxDAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxEAAR,false,null,Modern Bazaar Pvt Ltd 34,Customer - Direct,null,null,Bangalore,Karnataka,null,India,KA,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://modernbazaar34.com,/services/images/photo/001fj00001ZjmxEAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxFAAR,false,null,Quick Supermarket Pvt Ltd 35,Customer - Direct,null,null,Ahmedabad,Gujarat,null,India,GJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://quicksupermarket35.com,/services/images/photo/001fj00001ZjmxFAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxGAAR,false,null,Smart Mart Pvt Ltd 36,Customer - Channel,null,null,Delhi,Delhi,null,India,DL,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://smartmart36.com,/services/images/photo/001fj00001ZjmxGAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxHAAR,false,null,Royal Retail Pvt Ltd 37,Customer - Channel,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://royalretail37.com,/services/images/photo/001fj00001ZjmxHAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxIAAR,false,null,Value Bazaar Pvt Ltd 38,Customer - Direct,null,null,Bangalore,Karnataka,null,India,KA,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://valuebazaar38.com,/services/images/photo/001fj00001ZjmxIAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxJAAR,false,null,Elite Bazaar Pvt Ltd 39,Customer - Channel,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://elitebazaar39.com,/services/images/photo/001fj00001ZjmxJAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxKAAR,false,null,Modern Retail Pvt Ltd 40,Customer - Channel,null,null,Jaipur,Rajasthan,null,India,RJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://modernretail40.com,/services/images/photo/001fj00001ZjmxKAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxLAAR,false,null,Modern Retail Pvt Ltd 41,Customer - Channel,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://modernretail41.com,/services/images/photo/001fj00001ZjmxLAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxMAAR,false,null,Elite Supermarket Pvt Ltd 42,Customer - Channel,null,null,Bangalore,Karnataka,null,India,KA,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://elitesupermarket42.com,/services/images/photo/001fj00001ZjmxMAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxNAAR,false,null,Royal Retail Pvt Ltd 43,Customer - Direct,null,null,Lucknow,Uttar Pradesh,null,India,UP,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://royalretail43.com,/services/images/photo/001fj00001ZjmxNAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxOAAR,false,null,Prime Stores Pvt Ltd 44,Customer - Channel,null,null,Jaipur,Rajasthan,null,India,RJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://primestores44.com,/services/images/photo/001fj00001ZjmxOAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxPAAR,false,null,Urban Wholesale Pvt Ltd 45,Customer - Channel,null,null,Delhi,Delhi,null,India,DL,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://urbanwholesale45.com,/services/images/photo/001fj00001ZjmxPAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxQAAR,false,null,Modern Supermarket Pvt Ltd 46,Customer - Channel,null,null,Jaipur,Rajasthan,null,India,RJ,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://modernsupermarket46.com,/services/images/photo/001fj00001ZjmxQAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxRAAR,false,null,Prime Supermarket Pvt Ltd 47,Customer - Channel,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://primesupermarket47.com,/services/images/photo/001fj00001ZjmxRAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxSAAR,false,null,Urban Bazaar Pvt Ltd 48,Customer - Channel,null,null,Mumbai,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://urbanbazaar48.com,/services/images/photo/001fj00001ZjmxSAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxTAAR,false,null,Global Enterprises Pvt Ltd 49,Customer - Channel,null,null,Kolkata,West Bengal,null,India,WB,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://globalenterprises49.com,/services/images/photo/001fj00001ZjmxTAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001ZjmxUAAR,false,null,Smart Outlet Pvt Ltd 50,Customer - Channel,null,null,Pune,Maharashtra,null,India,MH,IN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,https://smartoutlet50.com,/services/images/photo/001fj00001ZjmxUAAR,null,Retail,null,null,null,null,null,null,null,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,005fj00000Ji4eTAAR,2026-07-31T07:50:08.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-07-31T07:50:08.000Z,null
001fj00001epvHgAAI,false,null,Global Appliances Order 51,New Customer,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,/services/images/photo/001fj00001epvHgAAI,null,null,null,null,null,null,Bulk wholesale inventory purchase,null,null,005fj00000Ji4eTAAR,2026-08-12T08:18:09.000Z,005fj00000Ji4eTAAR,2026-08-12T08:18:09.000Z,005fj00000Ji4eTAAR,2026-08-12T08:18:09.000Z,null,null,null,null,null,Pending,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2026-08-12T08:18:09.000Z,null
